2.000000E-01   3.789006E+03
2.003688E-01   3.775147E+03
2.007383E-01   3.762111E+03
2.011085E-01   3.749802E+03
2.014794E-01   3.738152E+03
2.018510E-01   3.727013E+03
2.022232E-01   3.716777E+03
2.025961E-01   3.706917E+03
2.029697E-01   3.697593E+03
2.033440E-01   3.688841E+03
2.037190E-01   3.680334E+03
2.040947E-01   3.672131E+03
2.044711E-01   3.663910E+03
2.048482E-01   3.655513E+03
2.052259E-01   3.646372E+03
2.056044E-01   3.636324E+03
2.059836E-01   3.624934E+03
2.063634E-01   3.612105E+03
2.067440E-01   3.597298E+03
2.071253E-01   3.580740E+03
2.075072E-01   3.562223E+03
2.078899E-01   3.542094E+03
2.082733E-01   3.521050E+03
2.086573E-01   3.499247E+03
2.090421E-01   3.477544E+03
2.094276E-01   3.456069E+03
2.098138E-01   3.435017E+03
2.102008E-01   3.418251E+03
2.105884E-01   3.405404E+03
2.109768E-01   3.393117E+03
2.113658E-01   3.380874E+03
2.117556E-01   3.368795E+03
2.121461E-01   3.356727E+03
2.125374E-01   3.344224E+03
2.129293E-01   3.331266E+03
2.133220E-01   3.317454E+03
2.137154E-01   3.302526E+03
2.141095E-01   3.288509E+03
2.145043E-01   3.273092E+03
2.148999E-01   3.255844E+03
2.152962E-01   3.236530E+03
2.156933E-01   3.215360E+03
2.160910E-01   3.192371E+03
2.164895E-01   3.168188E+03
2.168888E-01   3.142935E+03
2.172887E-01   3.117443E+03
2.176894E-01   3.092331E+03
2.180909E-01   3.068478E+03
2.184931E-01   3.045030E+03
2.188960E-01   3.022267E+03
2.192997E-01   3.000872E+03
2.197041E-01   2.980390E+03
2.201093E-01   2.960557E+03
2.205152E-01   2.941065E+03
2.209218E-01   2.921978E+03
2.213292E-01   2.903207E+03
2.217374E-01   2.886550E+03
2.221463E-01   2.870500E+03
2.225560E-01   2.855037E+03
2.229664E-01   2.840091E+03
2.233776E-01   2.825707E+03
2.237895E-01   2.811898E+03
2.242022E-01   2.798466E+03
2.246157E-01   2.785131E+03
2.250299E-01   2.771475E+03
2.254449E-01   2.757667E+03
2.258606E-01   2.745989E+03
2.262772E-01   2.733925E+03
2.266944E-01   2.721734E+03
2.271125E-01   2.709532E+03
2.275313E-01   2.697541E+03
2.279509E-01   2.686094E+03
2.283713E-01   2.675036E+03
2.287924E-01   2.664484E+03
2.292144E-01   2.654370E+03
2.296371E-01   2.644168E+03
2.300606E-01   2.634284E+03
2.304848E-01   2.624314E+03
2.309099E-01   2.613998E+03
2.313357E-01   2.603038E+03
2.317623E-01   2.591244E+03
2.321897E-01   2.578874E+03
2.326179E-01   2.566605E+03
2.330469E-01   2.554688E+03
2.334766E-01   2.543370E+03
2.339072E-01   2.532937E+03
2.343386E-01   2.523693E+03
2.347707E-01   2.514904E+03
2.352037E-01   2.506372E+03
2.356374E-01   2.497671E+03
2.360720E-01   2.488610E+03
2.365073E-01   2.479168E+03
2.369435E-01   2.469554E+03
2.373804E-01   2.460095E+03
2.378182E-01   2.451044E+03
2.382567E-01   2.442293E+03
2.386961E-01   2.434414E+03
2.391363E-01   2.426945E+03
2.395773E-01   2.419929E+03
2.400191E-01   2.413321E+03
2.404618E-01   2.407694E+03
2.409052E-01   2.402337E+03
2.413494E-01   2.397314E+03
2.417945E-01   2.392982E+03
2.422404E-01   2.389183E+03
2.426872E-01   2.386027E+03
2.431347E-01   2.383806E+03
2.435831E-01   2.382083E+03
2.440323E-01   2.381287E+03
2.444823E-01   2.381118E+03
2.449332E-01   2.381444E+03
2.453849E-01   2.382314E+03
2.458374E-01   2.383312E+03
2.462907E-01   2.384514E+03
2.467449E-01   2.386033E+03
2.472000E-01   2.387690E+03
2.476558E-01   2.389388E+03
2.481125E-01   2.391504E+03
2.485701E-01   2.393541E+03
2.490285E-01   2.395554E+03
2.494877E-01   2.397261E+03
2.499478E-01   2.398413E+03
2.504088E-01   2.397644E+03
2.508706E-01   2.395854E+03
2.513332E-01   2.392495E+03
2.517967E-01   2.387849E+03
2.522610E-01   2.381696E+03
2.527262E-01   2.374483E+03
2.531923E-01   2.366558E+03
2.536592E-01   2.358330E+03
2.541270E-01   2.350328E+03
2.545956E-01   2.342772E+03
2.550652E-01   2.336053E+03
2.555355E-01   2.329967E+03
2.560068E-01   2.324930E+03
2.564789E-01   2.320668E+03
2.569519E-01   2.317083E+03
2.574257E-01   2.313972E+03
2.579004E-01   2.311261E+03
2.583760E-01   2.309039E+03
2.588525E-01   2.307351E+03
2.593299E-01   2.305910E+03
2.598081E-01   2.304719E+03
2.602872E-01   2.303591E+03
2.607673E-01   2.302581E+03
2.612481E-01   2.301447E+03
2.617299E-01   2.300192E+03
2.622126E-01   2.298276E+03
2.626961E-01   2.295750E+03
2.631806E-01   2.292272E+03
2.636659E-01   2.287834E+03
2.641522E-01   2.282435E+03
2.646393E-01   2.276068E+03
2.651273E-01   2.269048E+03
2.656162E-01   2.261668E+03
2.661061E-01   2.254048E+03
2.665968E-01   2.246764E+03
2.670885E-01   2.239753E+03
2.675810E-01   2.233424E+03
2.680745E-01   2.227445E+03
2.685688E-01   2.222175E+03
2.690641E-01   2.217371E+03
2.695603E-01   2.213125E+03
2.700574E-01   2.209165E+03
2.705554E-01   2.205580E+03
2.710544E-01   2.201987E+03
2.715542E-01   2.198545E+03
